,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
4662,M.C. Escher,1921,nude painting (nu),Cubism,Seated Female Nude,843.jpg,1920-1939,1940-1959,1960-1979,1940-1959,1940-1959,1960-1979,False,False,False,False,False,False
4663,Toshi Yoshida,1951,landscape,Sōsaku hanga,White Plum in the Farmyard,75063.jpg,1940-1959,1900-1919,1900-1919,1920-1939,1860-1879,1920-1939,False,False,False,False,False,False
4664,Guy Rose,1917,landscape,Impressionism,Laguna Eucalyptus,75444.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1880-1899,1880-1899,True,False,True,False,False,False
4665,James Tissot,1889,sketch and study,Realism,Judaic Ornament (Rosette),20816.jpg,1880-1899,1880-1899,1960-1979,1940-1959,1940-1959,1960-1979,True,False,False,False,False,False
4666,Marcel Duchamp,1911,figurative,Futurism,The Chess Players,55761.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1940-1959,True,True,False,True,False,False
4667,Verena Loewensberg,1970,abstract,Concretism,Untitled,49290.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1980-1999,True,True,True,True,False,False
4668,Albert Joseph Moore,1892,portrait,Academicism,A Reverie,82779.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1860-1879,1920-1939,False,False,True,False,False,False
4669,Bob Law,1967,abstract,Minimalism,Twentieth Century Ikon Series 8.8.67 II,76533.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4670,Valentin Serov,1907,design,Impressionism,"Set design for the Opera ""Judith"" by Alexander Serov",51205.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1900-1919,1900-1919,False,True,False,True,True,False
4671,Alphonse Mucha,1925,portrait,Romanticism,Portrait of Jiri,38583.jpg,1920-1939,1920-1939,1940-1959,1920-1939,1880-1899,1860-1879,True,False,True,False,False,False
4672,Alexandre Cabanel,1883,literary painting,Academicism,Ophelia,70799.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1920-1939,True,False,True,True,False,False
4673,Hishida Shunso,1895,genre painting,Nihonga,寡婦と孤児,81139.jpg,1880-1899,1960-1979,1940-1959,1920-1939,1960-1979,1920-1939,False,False,False,False,False,False
4674,Max Pechstein,1919,landscape,Expressionism,Waldweg ,90626.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,1980-1999,False,True,True,True,False,False
4675,Georges Seurat,1884,genre painting,Post-Impressionism,Woman with a Monkey,43859.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
4676,Marianne North,1870,flower painting,Naturalism,Foliage and Fruit of Sterculia parviflora,80564.jpg,1860-1879,1900-1919,1900-1919,1860-1879,1860-1879,1900-1919,False,False,True,True,False,False
4677,Robert Julian Onderdonk,1909,landscape,Impressionism,Late Afternoon,96548.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,1860-1879,True,True,False,False,False,False
4678,Koloman Moser,1908,design,Art Nouveau (Modern),Design of the anniversary stamp with Austrian Franz Joseph I. on horseback,20449.jpg,1900-1919,1920-1939,1980-1999,1920-1939,1900-1919,1920-1939,False,False,False,True,False,False
4679,John Singer Sargent,1880,sketch and study,Realism,Gordon Greenough,37322.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,1860-1879,False,False,True,False,False,False
4680,Ivan Shishkin,1874,landscape,Realism,Twilight. After Sunset,12526.jpg,1860-1879,1860-1879,1980-1999,1860-1879,1880-1899,1860-1879,True,False,True,False,True,False
4681,Jimmy Ernst,1942,figurative,Surrealism,The Elements,57715.jpg,1940-1959,1940-1959,1900-1919,1920-1939,1940-1959,1920-1939,True,False,False,True,False,False
4682,El Lissitzky,1927,design,Constructivism,Cover for 'Good!' by Vladimir Mayyakovsky,33447.jpg,1920-1939,1920-1939,1960-1979,1920-1939,1920-1939,1900-1919,True,False,True,True,False,False
4683,Ivan Aivazovsky,1894,marina,Romanticism,The Shipwreck,57817.jpg,1880-1899,1860-1879,1880-1899,1860-1879,1860-1879,1880-1899,False,True,False,False,True,False
4684,Felix Vallotton ,1898,portrait,Art Nouveau (Modern),Portrait of French poet Éphraïm Mikhaël ,42973.jpg,1880-1899,1880-1899,1940-1959,1880-1899,1880-1899,1920-1939,True,False,True,True,False,False
4685,Alphonse Allais,1884,abstract,Abstract Art,Negroes Fighting in a Tunnel by Night,51216.jpg,1880-1899,1960-1979,1960-1979,1960-1979,1880-1899,1920-1939,False,False,False,True,False,False
4686,Paul Klee,1921,portrait,Surrealism,Diana in the Autumn Wind,84068.jpg,1920-1939,1900-1919,1980-1999,1940-1959,1920-1939,1900-1919,False,False,False,True,False,False
4687,Mikhail Vrubel,1887,flower painting,Realism,Red Flowers and Leaves of Begonia in a Basket,86612.jpg,1880-1899,1880-1899,1980-1999,1940-1959,1960-1979,1880-1899,True,False,False,False,True,False
4688,Paul Cezanne,1899,landscape,Cubism,Turning Road at Montgeroult,54012.jpg,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
4689,Carlo Carra,1913,portrait,Futurism,Ritratto di Papini ,33052.jpg,1900-1919,1920-1939,1980-1999,1920-1939,1960-1979,1940-1959,False,False,False,False,False,False
4690,Alfred Sisley,1874,cityscape,Impressionism,Village Street Louveciennes,8656.jpg,1860-1879,1860-1879,1900-1919,1880-1899,1880-1899,1880-1899,True,False,False,False,False,False
4691,Maurice de Vlaminck,1908,cityscape,Post-Impressionism,The Seine at Chatou,85342.jpg,1900-1919,1860-1879,1860-1879,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
4692,Carlos Botelho,1969,cityscape,Expressionism,Lisboa,1072.jpg,1960-1979,1920-1939,1900-1919,1940-1959,1940-1959,1920-1939,False,False,False,False,False,False
4693,Maurice Prendergast,1901,cityscape,Post-Impressionism,East River Park,22748.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1860-1879,True,True,False,True,False,False
4694,Pierre-Auguste Renoir,1872,cityscape,Impressionism,Pont Neuf,25088.jpg,1860-1879,1860-1879,1900-1919,1900-1919,1860-1879,1900-1919,True,False,False,True,False,False
4695,Romare Bearden,1959,abstract,Abstract Expressionism,Untitled,17593.jpg,1940-1959,1940-1959,1920-1939,1940-1959,1960-1979,1940-1959,True,False,True,False,True,False
4696,Dorothy Lathrop,1929,illustration,Art Nouveau (Modern),HITTY by Rachel Field 12,22293.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1960-1979,True,False,True,True,False,False
4697,Ivan Bilibin,1912,design,Art Nouveau (Modern),"Sketches of scenery for Aleksey Verstovsky's Askold's Grave, Mikhail Glinka's Ruslan and Ludmilla, Sadko by Nikolai Rimsky-Korsakov",94070.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,1960-1979,False,True,True,True,False,False
4698,Gustave Loiseau,1910,landscape,Post-Impressionism,Canal at Moret,39497.jpg,1900-1919,1860-1879,1900-1919,1880-1899,1860-1879,1860-1879,False,True,False,False,False,False
4699,Eileen Agar,1934,symbolic painting,Surrealism,The Autobiography of an Embryo,54852.jpg,1920-1939,1940-1959,1980-1999,1960-1979,1960-1979,1920-1939,False,False,False,False,True,False
4700,Hiroshi Yoshida,1930,marina,Shin-hanga,Nabeshima,75367.jpg,1920-1939,1940-1959,1900-1919,1940-1959,1940-1959,1880-1899,False,False,False,False,False,False
4701,Egon Schiele,1911,portrait,Art Nouveau (Modern),Seated Girl with Bare Torso and Light Blue Skirt,6663.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,True,True,True,True,False,False
4702,Gustave Loiseau,1892,landscape,Post-Impressionism,By the Oise River,9206.jpg,1880-1899,1880-1899,1880-1899,1880-1899,1900-1919,1880-1899,True,True,True,False,True,False
4703,Prudence Heward,1945,portrait,Expressionism,Sarah Eliot,35910.jpg,1940-1959,1940-1959,1980-1999,1900-1919,1880-1899,1880-1899,True,False,False,False,False,False
4704,David Burliuk,1922,portrait,Post-Impressionism,Japanese Boy,95495.jpg,1920-1939,1900-1919,1900-1919,1920-1939,1920-1939,1920-1939,False,False,True,True,True,False
4705,Al Held,1967,abstract,Hard Edge Painting,Mao,28919.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4706,Charles Bell,1971,still life,Photorealism,Raggedy Ann with Baseball,55225.jpg,1960-1979,1940-1959,1940-1959,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
4707,Robert Spencer,1915,cityscape,Impressionism,Grey Mills ,62379.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1860-1879,True,True,False,True,False,False
4708,William Holman Hunt,1876,religious painting,Romanticism,The Triumph of the Innocents,25099.jpg,1860-1879,1860-1879,1900-1919,1860-1879,1880-1899,1860-1879,True,False,True,False,True,False
4709,Prudence Heward,1938,landscape,Expressionism,Back Garden,78520.jpg,1920-1939,1920-1939,1980-1999,1900-1919,1900-1919,1920-1939,True,False,False,False,True,False
4710,Konstantin Bogaevsky,1910,landscape,Symbolism,Morning,42688.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1940-1959,1900-1919,True,False,True,False,True,False
4711,Vincent van Gogh,1890,landscape,Post-Impressionism,Wheat Fields at Auvers Under Clouded Sky,24626.jpg,1880-1899,1900-1919,1900-1919,1940-1959,1940-1959,1900-1919,False,False,False,False,False,False
4712,Forrest Bess,1946,abstract,Outsider art,Dedication to Van Gogh,6038.jpg,1940-1959,1920-1939,1980-1999,1960-1979,1960-1979,1960-1979,False,False,False,False,False,False
4713,David Johnson,1870,landscape,Luminism,"View from Garrison, West Point, New York ",42639.jpg,1860-1879,1880-1899,1860-1879,1860-1879,1860-1879,1860-1879,False,True,True,True,True,False
4714,Valentin Serov,1910,mythological painting,Art Nouveau (Modern),Odyssey and Nausicaa,99279.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1920-1939,1940-1959,False,True,True,False,False,False
4715,Natori Shunsen,1915,yakusha-e,Shin-hanga,Gion no Nakako,58888.jpg,1900-1919,1920-1939,1940-1959,1920-1939,1920-1939,1900-1919,False,False,False,False,True,False
4716,Remedios Varo,1959,symbolic painting,Surrealism,Disturbing presence,31926.jpg,1940-1959,1860-1879,1900-1919,1880-1899,1920-1939,1860-1879,False,False,False,False,False,False
4717,Odilon Redon,1910,flower painting,Realism,The Pot of Geraniums,64290.jpg,1900-1919,1880-1899,1980-1999,1880-1899,1900-1919,1880-1899,False,False,False,True,False,False
4718,David Burliuk,1954,landscape,Post-Impressionism,Australia,52865.jpg,1940-1959,1920-1939,1980-1999,1880-1899,1900-1919,1880-1899,False,False,False,False,False,False
4719,Maurice Prendergast,1897,genre painting,Post-Impressionism,"The Stony Beach, Ogunquit",50655.jpg,1880-1899,1880-1899,1940-1959,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
4720,Childe Hassam,1919,genre painting,Impressionism,"Acorn Street, Boston",50991.jpg,1900-1919,1940-1959,1900-1919,1900-1919,1900-1919,1900-1919,False,True,True,True,True,False
4721,Richard Diebenkorn,1970,abstract,Color Field Painting,Ocean Park No. 27,85400.jpg,1960-1979,1920-1939,1920-1939,1940-1959,1920-1939,1940-1959,False,False,False,False,False,False
4722,Hasui Kawase,1936,landscape,Shin-hanga,Mount Fuji from Narusawa in Autumn,40215.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,True,True,True,True,True,True
4723,David Burliuk,1910,portrait,Cubo-Futurism,Stonemason,96012.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1940-1959,1940-1959,True,True,False,False,False,False
4724,Vasily Surikov,1902,portrait,Realism,Townswoman. Portrait of Alexandra I. Yemelyanova nee Schrader,9898.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1860-1879,1900-1919,True,True,False,False,True,False
4725,Paul Cezanne,1882,landscape,Post-Impressionism,Orchard,57714.jpg,1880-1899,1860-1879,1880-1899,1860-1879,1880-1899,1860-1879,False,True,False,True,False,False
4726,Stanley Spencer,1937,nude painting (nu),Neo-Romanticism,Double Nude Portrait: The Artist and his Second Wife (The leg of mutton nude),95413.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1900-1919,True,True,True,True,False,False
4727,Thomas Hill,1876,landscape,Romanticism,"Morning, Clear Lake ",73161.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
4728,Jeremy Moon,1972,abstract,Post-Painterly Abstraction,Untitled,3420.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4729,Marc Chagall,1912,symbolic painting,Cubism,Homage to Apollinaire ,32811.jpg,1900-1919,1900-1919,1900-1919,1960-1979,1920-1939,1900-1919,True,True,False,False,True,False
4730,Jacob Lawrence,1943,genre painting,Expressionism,The Apartment,32353.jpg,1940-1959,1940-1959,1940-1959,1940-1959,1900-1919,1920-1939,True,True,True,False,False,False
4731,Julian Alden Weir,1887,landscape,Tonalism,Lengthening Shadows,73883.jpg,1880-1899,1860-1879,1880-1899,1880-1899,1880-1899,1880-1899,False,True,True,True,True,False
4732,Odilon Redon,1896,symbolic painting,Symbolism,Helena (Ennoia) (plate 10),71178.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1960-1979,True,False,True,True,False,False
4733,Piero Manzoni,1958,abstract,Minimalism,Achrome,18758.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1860-1879,1880-1899,True,False,True,False,False,False
4734,Nicholas Roerich,1907,landscape,Realism,Italy,33573.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1940-1959,1920-1939,False,True,False,False,False,False
4735,Cuno Amiet,1924,landscape,Post-Impressionism,Spring Sun,33153.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1900-1919,1900-1919,True,False,False,False,False,False
4736,Charles Reiffel,1922,landscape,Post-Impressionism,Autumn Design,63655.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1880-1899,1900-1919,True,False,False,False,False,False
4737,Maurice Braun,1928,marina,Impressionism,Seascape,41712.jpg,1920-1939,1920-1939,1900-1919,1880-1899,1880-1899,1900-1919,True,False,False,False,False,False
4738,Sir Lawrence Alma-Tadema,1899,portrait,Romanticism,A Listner,30058.jpg,1880-1899,1920-1939,1900-1919,1900-1919,1920-1939,1900-1919,False,False,False,False,False,False
4739,Georges Braque,1909,landscape,Analytical Cubism,The City on the Hill,84824.jpg,1900-1919,1900-1919,1940-1959,1900-1919,1900-1919,1940-1959,True,False,True,True,False,False
4740,Gustave Loiseau,1911,cityscape,Post-Impressionism,View of Notre Dame,52201.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1860-1879,1900-1919,False,True,False,False,True,False
4741,Mstislav Dobuzhinsky,1922,illustration,Symbolism,White Nights,81684.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
4742,François Barraud,1930,nude painting (nu),Classicism,La luronne,50498.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,True,True,True,True,True,True
4743,Claude Monet,1874,landscape,Impressionism,The Seine near Argenteuil,11535.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
4744,Edwin Henry Landseer,1865,portrait,Romanticism,Queen Victoria at Osborne House,58585.jpg,1860-1879,1880-1899,1900-1919,1860-1879,1900-1919,1860-1879,False,False,True,False,True,False
4745,Rudolf Schweitzer-Cumpana,1940,genre painting,Impressionism,Peasant Woman with Jar,23982.jpg,1940-1959,1940-1959,1980-1999,1920-1939,1940-1959,1880-1899,True,False,False,True,False,False
4746,Paul Klee,1929,abstract,Abstract Art,Monument,68631.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
4747,Alfred Sisley,1884,landscape,Impressionism,The Loing at Saint Mammes,25872.jpg,1880-1899,1880-1899,1860-1879,1860-1879,1880-1899,1860-1879,True,False,False,True,False,False
4748,Pierre-Auguste Renoir,1873,genre painting,Impressionism,Young Woman in White Reading,6046.jpg,1860-1879,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
4749,Rufino Tamayo,1964,portrait,Expressionism,Retrato de Olga,69030.jpg,1960-1979,1900-1919,1900-1919,1940-1959,1940-1959,1960-1979,False,False,False,False,True,False
4750,Albert Trachsel,1905,landscape,Symbolism,Droomlandschap,14234.jpg,1900-1919,1880-1899,1980-1999,1880-1899,1860-1879,1880-1899,False,False,False,False,False,False
4751,Boris Kustodiev,1922,genre painting,Art Nouveau (Modern),Summer holiday,25851.jpg,1920-1939,1900-1919,1980-1999,1900-1919,1940-1959,1920-1939,False,False,False,False,True,False
4752,Fernand Leger,1919,cityscape,Cubism,The Сity,6963.jpg,1900-1919,1920-1939,1920-1939,1920-1939,1900-1919,1940-1959,False,False,False,True,False,False
4753,António de Carvalho da Silva Porto,1884,genre painting,Realism,A Apanha do sargaço,18909.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1860-1879,1880-1899,False,False,False,False,True,False
4754,Arnold Böcklin,1888,mythological painting,Symbolism,Centaur at the Village Blacksmith's Shop,49323.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,1880-1899,False,False,True,False,True,False
4755,Paul Cezanne,1894,landscape,Cubism,House and Trees,17453.jpg,1880-1899,1920-1939,1900-1919,1900-1919,1900-1919,1880-1899,False,False,False,False,True,False
4756,Paul Serusier,1914,landscape,Synthetism,Seashore,91543.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,False,True,False,False,False,False
4757,John William Godward,1908,portrait,Neoclassicism,Atalanta,98165.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1860-1879,True,True,True,False,False,False
4758,Boris Kustodiev,1905,literary painting,Realism,Officers near  the carriage,78806.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,False,True,True,False,False,False
4759,Louis Comfort Tiffany,1880,design,Art Nouveau (Modern),Bella Apartment window ,88316.jpg,1880-1899,1960-1979,1980-1999,1940-1959,1960-1979,1920-1939,False,False,False,False,False,False
4760,Vasily Perov,1876,portrait,Realism,Portrait of the Painter Nikolai Kasatkin,44329.jpg,1860-1879,1860-1879,1900-1919,1880-1899,1880-1899,1860-1879,True,False,False,False,True,False
4761,Berthe Morisot,1876,genre painting,Impressionism,"Young Woman and Child, Avenue du Bois",33173.jpg,1860-1879,1880-1899,1880-1899,1880-1899,1880-1899,1860-1879,False,False,False,False,True,False
4762,Alfred Sisley,1888,landscape,Impressionism,Sunset at Moret,8563.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1860-1879,1860-1879,False,False,False,False,False,False
4763,Olga Rozanova,1913,illustration,,Magazine  Souz Molodyozhi [Union of Youth],66766.jpg,1900-1919,1920-1939,1960-1979,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
4764,Gino Severini,1913,genre painting,Futurism,The bear dance at the Moulin Rouge,54037.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,1940-1959,True,True,True,False,False,False
4765,Cookham,1935,landscape,Neo-Romanticism,Cockmarsh hill,92112.jpg,1920-1939,1920-1939,1900-1919,1940-1959,1920-1939,1940-1959,True,False,False,True,False,False
